#pfamid seq_len neff distprob_norm distprob_raw estimated_tmscore probability_tmscore_gt_05
PF09584 61 25 -0.09082 -3.09 0.38109 0.20253
PF09589 96 26 -0.00291 -0.17 0.22565 0.03668
PF09591 210 30 -0.07001 -132.74 0.38575 0.19162
PF09592 234 57 -0.04834 -98.55 0.26545 0.06489
PF09593 117 40 -0.09088 -67.89 0.424 0.28901
PF09599 352 71 -0.06138 -195.87 0.36108 0.12518
PF09600 79 117 -0.17154 -48.2 0.68219 0.85164
PF09601 171 462 -0.11179 -182.77 0.65927 0.87839
PF09602 165 53 -0.15471 -86.48 0.64726 0.86136
PF09608 224 387 -0.08156 -156.43 0.45343 0.37929
PF09609 534 222 -0.05108 -447.69 0.33869 0.07526
PF09612 266 232 -0.08863 -250.82 0.55586 0.65699
PF09617 193 126 -0.08005 -124.39 0.41312 0.25732
PF09621 138 44 -0.08767 -83.72 0.42173 0.28271
PF09622 272 102 -0.07833 -251.9 0.50604 0.52612
PF09652 91 91 -0.11867 -42.72 0.5126 0.54184
PF09655 144 99 -0.09975 -95.26 0.47812 0.45288
PF09656 53 472 -0.20561 -21.59 0.81044 0.91792
PF09657 486 173 -0.06773 -302.7 0.35166 0.10299
PF09660 524 217 -0.06325 -373.0 0.34586 0.09076
PF09662 83 42 -0.11253 -53.0 0.50932 0.53244
PF09665 520 29 -0.04974 -328.05 0.31856 0.04229
PF09666 195 15 -0.06042 -94.79 0.30947 0.11042
PF09669 86 1044 -0.1144 -30.66 0.48309 0.45936
PF09671 76 34 -0.13236 -60.62 0.60624 0.76274
PF09675 107 103 -0.07121 -22.29 0.29182 0.10845
PF09676 165 37 -0.06576 -81.61 0.3233 0.13111
PF09677 106 294 -0.14778 -59.7 0.62918 0.8162
PF09678 246 1356 -0.13987 -272.19 0.76773 0.96743
PF09682 101 320 -0.17933 -77.11 0.70402 0.89751
PF09684 137 1071 -0.11615 -69.81 0.51696 0.57377
PF09685 107 2630 -0.15125 -99.52 0.69978 0.9247
PF09686 80 99 -0.23993 -50.14 0.87122 0.96273
PF09688 146 56 -0.09329 -106.54 0.4672 0.41878
PF09692 411 143 -0.07476 -308.01 0.40981 0.24103
PF09694 236 1283 -0.11593 -231.17 0.67806 0.89291
PF09703 373 12 -0.05842 -220.43 0.35538 0.1114
PF09706 70 92 -0.10331 -28.62 0.4407 0.33371
PF09709 573 546 -0.07009 -488.44 0.36231 0.12212
PF09712 326 97 -0.06666 -157.38 0.3632 0.13236
PF09715 67 13 -0.09872 -17.37 0.41687 0.27283
PF09717 59 182 -0.10206 -16.23 0.42862 0.30049
PF09721 329 304 -0.07833 -239.62 0.44695 0.35451
PF09725 118 82 -0.08686 -53.68 0.4 0.2287
PF09727 193 63 -0.05073 -51.85 0.24848 0.05806
PF09731 691 88 -0.04256 -438.25 0.29152 0.01389
PF09737 409 91 -0.06685 -290.02 0.38552 0.18005
PF09741 229 78 -0.07412 -152.62 0.41509 0.26362
PF09745 121 193 -0.0664 -0.73 0.25848 0.07527
PF09746 389 72 -0.0526 -229.17 0.34189 0.0827
PF09747 198 184 -0.06538 -93.62 0.34279 0.13515
PF09750 138 143 -0.07249 -43.13 0.32149 0.13062
PF09751 413 224 -0.05628 -175.08 0.32873 0.05941
PF09758 170 95 -0.09013 -119.96 0.46024 0.3991
PF09762 180 80 -0.09369 -101.93 0.44286 0.34514
PF09766 362 131 -0.05844 -197.29 0.35283 0.10605
PF09767 159 61 -0.08251 -104.29 0.41699 0.26958
PF09769 141 175 -0.11623 -40.91 0.4605 0.39504
PF09771 118 49 -0.08808 -22.81 0.37925 0.1889
PF09772 307 89 -0.08167 -220.9 0.46013 0.3987
PF09774 161 195 -0.09834 -110.43 0.48601 0.48039
PF09775 129 77 -0.13498 -92.33 0.6313 0.82889
PF09777 244 108 -0.07022 -165.24 0.41123 0.25214
PF09786 659 19 -0.04878 -404.7 0.29625 0.01784
PF09792 141 406 -0.11943 -166.73 0.68113 0.9056
PF09793 98 214 -0.10441 -18.69 0.42219 0.28114
PF09799 107 233 -0.11899 -66.87 0.54618 0.64168
PF09801 144 213 -0.14243 -131.75 0.68208 0.9078
PF09805 143 120 -0.04108 -7.56 0.2337 0.04716
PF09808 242 223 -0.0754 -171.91 0.44008 0.33792
PF09815 420 225 -0.06334 -249.41 0.35619 0.11072
PF09816 101 227 -0.08987 -58.87 0.41895 0.27362
PF09823 254 648 -0.09355 -214.13 0.55104 0.661
PF09826 553 1962 -0.09247 -631.75 0.51821 0.45057
PF09828 134 309 -0.12242 -100.14 0.60139 0.776
PF09829 193 453 -0.08977 -142.2 0.48412 0.47724
PF09831 176 201 -0.0908 -49.76 0.39057 0.20095
PF09834 52 487 -0.18248 -19.71 0.71795 0.85763
PF09835 143 1509 -0.16943 -145.03 0.75455 0.96238
PF09838 56 650 -0.19348 -37.54 0.74708 0.89189
PF09839 287 812 -0.10378 -284.24 0.63848 0.81849
PF09842 103 369 -0.18815 -88.81 0.73338 0.92243
PF09846 105 73 -0.11622 -65.43 0.53341 0.60712
PF09847 481 1004 -0.06911 -329.39 0.37085 0.1367
PF09856 157 248 -0.09868 -132.43 0.52398 0.59435
PF09858 93 442 -0.16705 -54.96 0.66127 0.84967
PF09860 69 560 -0.1696 -50.54 0.67607 0.8568
PF09868 129 57 -0.08308 -62.73 0.3934 0.21513
PF09869 169 37 -0.10239 -120.01 0.51019 0.55518
PF09870 93 31 -0.10886 -58.79 0.49505 0.49444
PF09872 254 77 -0.0803 -188.63 0.46432 0.41394
PF09874 206 26 -0.07516 -107.4 0.38046 0.18212
PF09875 103 29 -0.0835 -52.6 0.39304 0.21847
PF09876 98 129 -0.12272 -81.73 0.59699 0.7553
PF09877 100 22 -0.08982 -35.66 0.39781 0.22618
PF09878 205 15 -0.06032 -99.96 0.31601 0.11303
PF09880 73 13 -0.05724 -0.63 0.24587 0.06586
PF09883 227 38 -0.07172 -143.01 0.39666 0.2147
PF09884 82 28 -0.10082 -37.91 0.43796 0.32704
PF09886 183 60 -0.1 -140.6 0.52417 0.59811
PF09887 453 19 -0.06246 -411.49 0.39124 0.18965
PF09888 172 93 -0.10147 -127.85 0.51762 0.57791
PF09890 220 67 -0.06569 -169.4 0.4101 0.25022
PF09893 136 23 -0.08869 -95.7 0.43914 0.3325
PF09898 363 603 -0.0874 -307.48 0.49327 0.47684
PF09900 138 504 -0.16548 -102.93 0.69417 0.91326
PF09902 70 196 -0.16162 -60.77 0.67128 0.85334
PF09903 261 249 -0.11583 -190.54 0.60594 0.79607
PF09906 56 38 -0.10753 -10.0 0.43701 0.32268
PF09909 555 23 -0.05446 -423.55 0.32768 0.05787
PF09910 343 13 -0.06096 -216.95 0.37424 0.15752
PF09916 200 94 -0.08783 -154.68 0.48807 0.48963
PF09918 67 66 -0.10243 -22.13 0.43196 0.31001
PF09919 92 139 -0.04503 -9.64 0.23748 0.05428
PF09920 185 46 -0.09951 -150.27 0.53821 0.63581
PF09921 123 29 -0.14739 -57.78 0.61956 0.79825
PF09923 92 309 -0.13761 -67.29 0.62318 0.80483
PF09925 204 625 -0.10637 -152.0 0.56365 0.70715
PF09926 52 313 -0.15158 -25.01 0.6238 0.76392
PF09928 88 88 -0.15674 -30.56 0.62353 0.77613
PF09931 163 1074 -0.09373 -127.56 0.49782 0.51807
PF09932 74 361 -0.15498 -14.26 0.60635 0.73633
PF09933 157 200 -0.1413 -170.68 0.72544 0.9436
PF09935 241 242 -0.09461 -212.21 0.56547 0.69511
PF09937 295 711 -0.10432 -290.93 0.63887 0.81532
PF09938 138 94 -0.13843 -125.28 0.67065 0.8939
PF09945 124 362 -0.16343 -139.57 0.7421 0.95031
PF09946 104 169 -0.09856 -44.75 0.42909 0.30123
PF09951 86 441 -0.11345 -48.56 0.50679 0.529
PF09952 141 734 -0.11148 -120.29 0.58608 0.75117
PF09955 127 433 -0.14174 -97.94 0.65366 0.8698
PF09956 103 692 -0.12356 -76.24 0.58807 0.74276
PF09958 232 32 -0.10139 -176.31 0.55463 0.67748
PF09961 121 31 -0.10502 -103.97 0.53433 0.61545
PF09962 61 81 -0.16021 -43.58 0.66364 0.82759
PF09964 72 54 -0.16548 -55.77 0.67817 0.85209
PF09965 146 226 -0.11903 -117.72 0.60947 0.79595
PF09969 127 383 -0.16187 -92.43 0.67808 0.89555
PF09972 514 1504 -0.0949 -502.12 0.47791 0.3933
PF09973 246 45 -0.0679 -131.79 0.37161 0.15937
PF09974 120 14 -0.07737 -77.99 0.39083 0.21511
PF09977 117 334 -0.09635 -79.1 0.45792 0.38614
PF09979 166 293 -0.10302 -152.27 0.57974 0.73784
PF09980 147 594 -0.153 -159.12 0.74052 0.95365
PF09987 278 1 -0.05858 -155.64 0.35822 0.13171
PF09988 165 166 -0.11622 -119.94 0.58401 0.74651
PF09990 116 1260 -0.19712 -135.62 0.77368 0.96475
PF09997 142 1098 -0.12726 -95.83 0.61001 0.80223
PF09998 185 167 -0.08465 -83.3 0.3956 0.2123
PF10001 121 39 -0.09461 -72.47 0.43902 0.33129
PF10002 140 130 -0.11624 -91.25 0.54752 0.65335
PF10003 139 632 -0.1365 -68.79 0.59988 0.77203
PF10004 157 120 -0.10623 -99.22 0.50121 0.52643
PF10008 97 61 -0.10522 -40.41 0.44725 0.35301
PF10016 202 153 -0.09494 -186.08 0.56848 0.70684
PF10020 142 349 -0.14512 -126.54 0.68236 0.90821
PF10027 150 2567 -0.15371 -166.31 0.75343 0.96438
PF10028 179 88 -0.10751 -124.39 0.53584 0.63111
PF10032 185 174 -0.09405 -138.06 0.4965 0.51618
PF10036 244 123 -0.06401 -112.34 0.34854 0.12647
PF10039 245 24 -0.06136 -156.78 0.37518 0.16741
PF10041 78 70 -0.17152 -38.94 0.67926 0.84045
PF10042 231 156 -0.09685 -251.43 0.64242 0.83299
PF10043 90 5180 -0.199 -79.2 0.75806 0.96511
PF10045 103 59 -0.13064 -53.17 0.57289 0.69768
PF10047 66 540 -0.1513 -0.3 0.5772 0.67109
PF10050 179 500 -0.11121 -171.16 0.63223 0.8421
PF10051 172 26 -0.07755 -114.94 0.40513 0.23941
PF10053 195 124 -0.07281 -107.4 0.37845 0.17892
PF10056 109 180 -0.12194 -57.68 0.5413 0.6278
PF10057 111 437 -0.16735 -98.23 0.70311 0.9136
PF10062 119 23 -0.0756 -61.62 0.36891 0.18072
PF10063 135 69 -0.0884 -75.14 0.41698 0.26947
PF10065 319 247 -0.08478 -253.32 0.48739 0.47371
PF10066 106 1026 -0.17277 -65.14 0.67583 0.88558
PF10067 148 1638 -0.17277 -159.12 0.76863 0.97051
PF10069 196 63 -0.07311 -126.84 0.39284 0.20831
PF10074 104 394 -0.16354 -54.13 0.64863 0.83885
PF10076 185 743 -0.1042 -96.91 0.48074 0.46645
PF10092 367 240 -0.07381 -333.99 0.45361 0.35906
PF10094 358 464 -0.11635 -461.91 0.78153 0.9518
PF10095 330 185 -0.10391 -351.23 0.66179 0.81856
PF10098 263 752 -0.12433 -211.6 0.65463 0.86989
PF10102 84 710 -0.11453 -50.16 0.51889 0.56703
PF10104 132 271 -0.14282 -62.7 0.61288 0.79162
PF10109 86 959 -0.12717 -44.13 0.55643 0.66536
PF10110 322 1107 -0.06562 -194.82 0.3993 0.20998
PF10115 90 329 -0.16738 -82.52 0.69102 0.89096
PF10117 373 1259 -0.09704 -326.91 0.53212 0.57852
PF10123 345 467 -0.0837 -187.15 0.42131 0.28045
PF10124 289 578 -0.07124 -230.03 0.44884 0.35849
PF10128 314 264 -0.08199 -259.74 0.48704 0.47145
PF10129 357 12955 -0.10283 -404.45 0.6036 0.77714
PF10141 202 525 -0.11122 -154.04 0.5896 0.76693
PF10145 265 2010 -0.09927 -242.03 0.58849 0.74896
PF10148 239 55 -0.05103 -100.18 0.27437 0.07107
PF10149 300 162 -0.0657 -212.87 0.41317 0.25731
PF10151 675 92 -0.05206 -482.77 0.29926 0.02139
PF10155 125 112 -0.15281 -119.65 0.69668 0.91589
PF10157 152 102 -0.02045 -6.77 0.22742 0.03781
PF10158 131 87 -0.05291 -14.65 0.24271 0.05853
PF10159 78 67 -0.03567 -1.07 0.23245 0.04851
PF10160 255 56 -0.07898 -163.16 0.4348 0.32473
PF10162 120 366 -0.11163 -83.39 0.53215 0.61058
PF10166 134 83 -0.08904 -41.31 0.3919 0.20903
PF10167 112 85 -0.06214 -20.51 0.25808 0.07635
PF10169 130 80 -0.05884 -50.07 0.26479 0.08135
PF10171 169 94 -0.07648 -72.66 0.36939 0.17046
PF10172 63 73 -0.05454 -10.47 0.24668 0.06682
PF10173 175 215 -0.08545 -96.99 0.4134 0.25682
PF10176 219 103 -0.06444 -110.32 0.35132 0.13794
PF10180 100 174 -0.07608 -35.38 0.34346 0.1547
PF10181 84 192 -0.10431 -37.13 0.44812 0.35449
PF10187 107 164 -0.04559 -1.19 0.23653 0.05226
PF10188 173 92 -0.09689 -106.87 0.4668 0.42029
PF10190 106 173 -0.15201 -89.84 0.66614 0.87762
PF10192 260 317 -0.08467 -184.76 0.47283 0.44052
PF10198 136 194 -0.05935 -12.64 0.25039 0.06575
PF10203 68 111 -0.14959 -22.14 0.60579 0.73198
PF10209 121 92 -0.10826 -97.0 0.538 0.62532
PF10212 521 55 -0.06351 -361.2 0.34292 0.0861
PF10218 126 71 -0.06454 -31.95 0.26823 0.08562
PF10221 688 79 -0.04821 -675.75 0.31272 0.03872
PF10225 247 167 -0.08284 -136.85 0.4182 0.27334
PF10226 207 35 -0.07381 -30.78 0.30556 0.10496
PF10231 129 136 -0.16228 -78.06 0.65947 0.86862
PF10233 113 105 -0.1307 -85.09 0.61913 0.80245
PF10238 162 138 -0.08021 -91.36 0.39806 0.22109
PF10239 316 129 -0.0752 -182.88 0.40989 0.24998
PF10252 101 47 -0.03733 -2.28 0.23257 0.04786
PF10253 249 10 -0.05603 -118.84 0.31664 0.09937
PF10256 117 253 -0.10638 -66.91 0.47931 0.45188
PF10257 398 225 -0.08168 -297.65 0.43192 0.30196
PF10261 246 319 -0.10043 -213.91 0.58707 0.74665
PF10265 545 46 -0.05355 -348.95 0.31801 0.04188
PF10268 517 137 -0.05942 -329.72 0.33072 0.06145
PF10269 265 178 -0.08 -220.49 0.48586 0.47514
PF10270 102 216 -0.14259 -46.34 0.60359 0.76177
PF10271 431 70 -0.05323 -283.26 0.34294 0.08344
PF10277 277 252 -0.10438 -279.83 0.65469 0.84096
PF10290 63 108 -0.10237 -18.02 0.42931 0.30271
PF10293 160 249 -0.08864 -104.6 0.43977 0.33302
PF10295 63 33 -0.07153 -5.51 0.27961 0.10039
PF10303 195 85 -0.08682 -147.16 0.47572 0.45141
PF10305 102 206 -0.05789 -14.36 0.25043 0.06818
PF10306 83 116 -0.03178 -0.1 0.2313 0.04635
PF10310 482 86 -0.05471 -325.17 0.33618 0.0707
PF10311 180 102 -0.10199 -147.78 0.55247 0.67334
PF10312 190 194 -0.13734 -146.13 0.66257 0.88934
PF10325 267 263 -0.09356 -190.76 0.50769 0.54611
PF10329 236 75 -0.09796 -175.35 0.53506 0.62607
PF10330 91 27 -0.10019 -39.38 0.43344 0.31456
PF10332 105 126 -0.10733 -20.28 0.42746 0.29595
PF10333 170 226 -0.09371 -127.26 0.48863 0.48989
PF10334 241 442 -0.12838 -274.47 0.75011 0.95461
PF10336 110 155 -0.13046 -71.23 0.60048 0.76314
PF10337 500 668 -0.07726 -451.9 0.41098 0.23023
PF10342 90 1838 -0.15052 -94.67 0.69344 0.91619
PF10343 332 572 -0.10103 -353.32 0.64206 0.79007
PF10347 159 197 -0.08527 -115.2 0.4403 0.33493
PF10350 302 349 -0.10378 -317.87 0.66175 0.83822
PF10351 558 234 -0.04636 -359.96 0.31152 0.03227
PF10355 293 101 -0.08229 -259.97 0.50951 0.53401
PF10358 199 217 -0.09147 -165.28 0.52013 0.58447
PF10359 521 211 -0.06128 -399.56 0.35115 0.1016
PF10360 132 49 -0.08244 -70.41 0.39682 0.22238
PF10361 294 46 -0.087 -254.05 0.52182 0.56856
PF10364 137 129 -0.07658 -74.21 0.38121 0.19303
PF10365 162 17 -0.06022 -108.04 0.32577 0.13521
PF10377 141 142 -0.11094 -61.8 0.47187 0.43124
PF10382 82 416 -0.1456 -59.55 0.63319 0.81922
PF10439 87 172 -0.10626 -11.37 0.42407 0.28665
PF10441 255 232 -0.12398 -274.11 0.73307 0.93943
PF10442 145 1579 -0.09181 -94.1 0.45921 0.38747
PF10445 96 71 -0.10329 -20.87 0.42132 0.28037
PF10452 635 25 -0.05386 -446.26 0.30566 0.02798
PF10454 178 172 -0.10712 -108.41 0.50657 0.54609
PF10457 178 95 -0.08373 -110.44 0.41859 0.27286
PF10465 140 16 -0.06838 -83.49 0.34667 0.15804
PF10476 213 14 -0.07447 -123.7 0.38813 0.19652
PF10479 733 61 -0.04 -744.74 0.29961 0.02365
PF10491 212 17 -0.05919 -121.34 0.33811 0.12952
PF10493 551 116 -0.0807 -450.25 0.38125 0.16538
PF10494 301 184 -0.06767 -189.96 0.40044 0.22161
PF10504 156 191 -0.10121 -26.21 0.40295 0.2299
PF10507 109 120 -0.09459 -54.77 0.42539 0.29174
PF10510 530 258 -0.06269 -421.19 0.35426 0.10828
PF10517 107 701 -0.13914 -117.16 0.68136 0.90439
PF10521 319 296 -0.10628 -314.38 0.64594 0.81011
PF10532 114 25 -0.0586 -56.08 0.26788 0.08686
PF10534 93 68 -0.15956 -72.12 0.6642 0.85653
PF10536 362 705 -0.06248 -230.56 0.38521 0.17658
PF10537 101 190 -0.09218 -13.92 0.38831 0.20285
PF10546 93 114 -0.10184 -31.88 0.42986 0.30363
PF10547 112 1732 -0.12679 -72.65 0.58972 0.75666
PF10548 73 124 -0.21651 -43.95 0.82988 0.93914
PF10549 53 123 -0.26215 -32.24 0.92071 0.98385
PF10551 95 3376 -0.14 -62.02 0.63074 0.84332
PF10552 114 500 -0.18462 -79.2 0.71 0.90694
PF10553 134 47 -0.0812 -80.56 0.40104 0.23203
PF10554 110 105 -0.0679 -58.33 0.31692 0.13263
PF10558 177 139 -0.08008 -119.39 0.41643 0.26637
PF10561 386 67 -0.06848 -302.01 0.40722 0.23419
PF10563 179 42 -0.07063 -130.87 0.39447 0.21537
PF10567 327 993 -0.08126 -253.61 0.46873 0.41702
PF10572 153 36 -0.09254 -145.66 0.52088 0.58325
PF10573 120 32 -0.0573 -46.7 0.25945 0.0773
PF10592 315 404 -0.08779 -270.47 0.51815 0.55577
PF10593 234 534 -0.12831 -237.25 0.72231 0.93622
PF10595 454 33 -0.05091 -207.7 0.31849 0.04399
PF10611 100 15 -0.10537 -37.3 0.44196 0.33804
PF10612 167 153 -0.09707 -131.24 0.50872 0.5509
PF10616 125 32 -0.10732 -75.66 0.49108 0.48966
PF10618 116 219 -0.12149 -106.06 0.6201 0.80824
PF10621 114 15 -0.06908 -61.62 0.32569 0.14157
PF10624 162 14 -0.06307 -70.52 0.2927 0.10406
PF10625 107 13 -0.14247 -40.18 0.59098 0.73157
PF10628 175 94 -0.07412 -129.93 0.40723 0.24389
PF10630 260 25 -0.05821 -122.66 0.33371 0.10768
PF10647 262 21313 -0.09231 -218.68 0.56642 0.71223
PF10649 159 3709 -0.13546 -159.03 0.70994 0.93442
PF10652 165 154 -0.11394 -156.55 0.63186 0.84006
PF10654 126 27 -0.07858 -52.34 0.37049 0.17946
PF10656 72 13 -0.10065 -28.69 0.4316 0.30988
PF10658 77 164 -0.14693 -43.34 0.61916 0.77988
PF10661 143 92 -0.05829 -34.62 0.25546 0.07067
PF10665 106 508 -0.14549 -86.71 0.65456 0.86634
PF10666 143 167 -0.09234 -69.53 0.42075 0.27816
PF10667 260 11 -0.05628 -129.39 0.33132 0.10582
PF10675 129 259 -0.16182 -76.22 0.65788 0.86832
PF10678 77 84 -0.13934 -52.53 0.61306 0.7734
PF10679 211 98 -0.09057 -157.05 0.49486 0.51133
PF10680 69 126 -0.11431 -20.58 0.46995 0.41461
PF10681 215 129 -0.07724 -153.72 0.43512 0.32296
PF10688 159 289 -0.15909 -162.59 0.74611 0.95584
PF10696 79 84 -0.10258 -34.16 0.44076 0.33412
PF10697 88 17 -0.06582 -20.21 0.26909 0.09
PF10704 70 462 -0.21575 -39.7 0.8129 0.93144
PF10710 139 392 -0.15598 -138.05 0.72527 0.94089
PF10712 579 79 -0.04816 -364.7 0.30789 0.02875
PF10713 131 103 -0.1185 -75.6 0.53933 0.62899
PF10714 75 19 -0.04882 -0.44 0.23812 0.05674
PF10716 76 27 -0.12041 -10.48 0.47255 0.4203
PF10718 76 68 -0.08402 -24.87 0.37535 0.19208
PF10720 331 181 -0.06663 -245.19 0.4154 0.26105
PF10721 161 190 -0.14882 -75.15 0.62877 0.82918
PF10724 93 258 -0.20608 -93.35 0.77435 0.94045
PF10725 61 18 -0.06116 -3.61 0.25325 0.07455
PF10726 146 49 -0.10987 -81.08 0.49637 0.51039
PF10730 146 74 -0.1508 -142.05 0.71343 0.93235
PF10732 84 63 -0.22617 -92.5 0.82404 0.95585
PF10733 60 15 -0.07866 -12.9 0.32495 0.14437
PF10734 87 305 -0.06866 -19.5 0.28491 0.10169
PF10737 173 148 -0.12279 -127.33 0.61573 0.81312
PF10739 128 252 -0.11582 -96.71 0.56869 0.70314
PF10742 55 17 -0.14713 -25.75 0.61173 0.73646
PF10744 481 160 -0.04836 -280.7 0.32152 0.04596
PF10745 77 211 -0.18809 -27.09 0.72706 0.86785
PF10749 80 14 -0.0177 -0.71 0.22793 0.04147
PF10750 67 27 -0.09357 -25.82 0.41004 0.25774
PF10751 83 35 -0.09109 -23.05 0.39524 0.22283
PF10752 83 43 -0.18743 -48.92 0.73218 0.88385
PF10753 54 22 -0.04971 -0.1 0.23956 0.05924
PF10754 139 422 -0.12988 -108.06 0.6361 0.84418
PF10755 164 112 -0.1188 -109.77 0.57732 0.73012
PF10756 72 478 -0.13789 -25.1 0.56805 0.67464
PF10762 88 20 -0.11653 -10.26 0.4515 0.36378
PF10767 141 140 -0.10531 -106.15 0.51942 0.57815
PF10768 135 216 -0.10243 -90.13 0.48806 0.48348
PF10769 74 17 -0.12125 -31.53 0.51275 0.53334
PF10774 112 199 -0.22032 -60.37 0.79091 0.93198
PF10777 154 14 -0.07081 -89.01 0.36532 0.17221
PF10782 58 145 -0.18301 -19.77 0.7342 0.86346
PF10783 98 193 -0.12881 -75.23 0.60797 0.77707
PF10787 142 52 -0.08264 -84.96 0.4063 0.24317
PF10788 137 39 -0.09283 -71.94 0.42628 0.29525
PF10789 110 19 -0.13397 -73.42 0.61343 0.78796
PF10792 96 44 -0.16158 -71.26 0.66579 0.85735
PF10793 161 37 -0.07073 -108.78 0.38183 0.19445
PF10795 95 73 -0.08522 -46.36 0.39533 0.22259
PF10796 87 32 -0.12715 -30.77 0.52845 0.57903
PF10797 423 42 -0.06269 -312.02 0.37655 0.15963
PF10799 126 15 -0.15377 -137.01 0.7237 0.93726
PF10800 104 59 -0.11397 -65.53 0.52485 0.5843
PF10801 80 50 -0.06928 -12.19 0.27576 0.09627
PF10806 166 50 -0.06523 -90.48 0.3337 0.13955
PF10807 130 157 -0.10958 -148.81 0.63654 0.84197
PF10808 79 43 -0.20981 -56.23 0.8056 0.93222
PF10809 74 88 -0.19927 -27.1 0.78614 0.9031
PF10810 80 15 -0.08758 -18.83 0.38089 0.19896
PF10812 206 33 -0.0812 -148.59 0.44713 0.36147
PF10814 134 25 -0.0559 -26.55 0.24848 0.06483
PF10816 124 98 -0.09063 -72.96 0.42598 0.2937
PF10818 96 14 -0.08557 -42.01 0.39179 0.21645
PF10819 79 27 -0.15588 -61.42 0.65584 0.8377
PF10821 166 252 -0.12184 -178.99 0.68726 0.91161
PF10823 92 324 -0.2073 -72.76 0.77189 0.92969
PF10828 108 410 -0.05788 -1.1 0.24817 0.06406
PF10830 73 59 -0.09635 -19.08 0.41023 0.25603
PF10833 219 47 -0.06484 -108.47 0.35026 0.13753
PF10834 72 21 -0.11403 -20.98 0.46709 0.40684
PF10835 78 36 -0.14089 -24.37 0.57353 0.67672
PF10840 98 46 -0.07927 -35.99 0.36054 0.17357
PF10841 59 34 -0.10705 -9.53 0.43396 0.31465
PF10844 222 1922 -0.0829 -190.51 0.50659 0.53938
PF10847 140 39 -0.10049 -110.24 0.50505 0.53548
PF10849 70 24 -0.15076 -21.41 0.60837 0.7337
PF10852 73 200 -0.18541 -59.52 0.73088 0.89341
PF10858 224 2259 -0.15399 -149.98 0.68402 0.91485
PF10860 112 23 -0.07989 -61.6 0.38697 0.20759
PF10861 109 438 -0.12018 -60.69 0.54014 0.62771
PF10863 152 50 -0.06408 -69.4 0.29712 0.11006
PF10864 127 78 -0.12961 -64.55 0.57255 0.70524
PF10874 101 75 -0.02973 -3.63 0.2304 0.04452
PF10877 86 12 -0.09441 -28.98 0.40897 0.25244
PF10882 102 1031 -0.13768 -69.94 0.62548 0.81853
PF10885 83 13 -0.04334 -2.17 0.23523 0.05253
PF10886 55 18 -0.10455 -21.54 0.44204 0.33737
PF10888 97 74 -0.09805 -16.18 0.40444 0.23858
PF10891 81 15 -0.0717 -28.32 0.30235 0.12152
PF10893 70 23 -0.08597 -7.74 0.3625 0.17856
PF10896 145 47 -0.08458 -89.65 0.41515 0.26516
PF10898 140 79 -0.10427 -99.06 0.5038 0.53191
PF10899 198 152 -0.07355 -144.08 0.41436 0.26109
PF10901 110 275 -0.10912 -98.43 0.55467 0.66702
PF10902 70 136 -0.11506 -29.92 0.48764 0.46532
PF10903 153 180 -0.10807 -142.33 0.59794 0.77454
PF10905 53 119 -0.12097 -21.53 0.50626 0.50775
PF10906 66 78 -0.0624 -12.11 0.25971 0.08093
PF10909 88 47 -0.20775 -83.51 0.78635 0.93787
PF10910 134 81 -0.09039 -67.88 0.41649 0.26782
PF10912 145 53 -0.12479 -101.33 0.60407 0.78133
PF10913 59 12 -0.03923 -3.02 0.23391 0.05176
PF10914 154 335 -0.15144 -143.26 0.71355 0.93383
PF10916 117 31 -0.10238 -116.4 0.54711 0.64824
PF10920 229 234 -0.09557 -188.56 0.55068 0.66433
PF10924 217 192 -0.08741 -176.39 0.50524 0.53976
PF10927 244 56 -0.06533 -156.21 0.38643 0.18953
PF10931 52 90 -0.09697 -18.81 0.41856 0.27801
PF10932 59 202 -0.19539 -32.83 0.78069 0.90283
PF10935 173 251 -0.101 -116.96 0.49958 0.52436
PF10936 163 160 -0.09264 -132.38 0.49533 0.50959
PF10937 109 126 -0.07021 -25.07 0.28984 0.10658
PF10942 69 59 -0.14762 -10.92 0.5824 0.6766
PF10944 80 106 -0.15266 -31.6 0.61856 0.76687
PF10947 89 1053 -0.17259 -45.91 0.66219 0.8559
PF10949 181 56 -0.08456 -120.75 0.43094 0.30893
PF10950 128 85 -0.06877 -40.23 0.29394 0.1096
PF10951 347 23 -0.08301 -309.78 0.49339 0.47436
PF10952 140 2183 -0.14028 -103.94 0.65597 0.88403
PF10956 105 22 -0.02017 -1.47 0.228 0.04073
PF10957 60 364 -0.1574 -36.99 0.64592 0.81044
PF10958 51 76 -0.15421 -15.42 0.62665 0.74894
PF10961 90 70 -0.08871 -16.77 0.38174 0.19678
PF10965 67 54 -0.16423 -36.62 0.66624 0.82434
PF10966 58 78 -0.21292 -39.39 0.84273 0.94181
PF10967 80 101 -0.07992 -21.74 0.34792 0.16251
PF10969 159 144 -0.0948 -128.17 0.49944 0.52156
PF10970 129 152 -0.0904 -77.56 0.42834 0.29969
PF10972 545 55 -0.05644 -372.95 0.32465 0.05234
PF10977 234 303 -0.09242 -193.34 0.53906 0.63256
PF10978 175 342 -0.15483 -206.39 0.77777 0.97511
PF10981 51 45 -0.21363 -19.44 0.86482 0.94714
PF10983 87 693 -0.12475 -49.65 0.55506 0.66061
